Username,Review,airline
Nette36,"Had trouble checking in online,was asked for another $40 for the seats. I didn't care where I sat so checked in at the airport and got excellent seats up the front of economy. Speedy boarding of passengers and take off.I feel cuts have been made in 12 months . Dinner was…",mas
Elena,"We flew Malaysia Air in business class to Phuket and in Economy on the way back. This review is in relation to the flight back. We requested gluten free meals for our flights, and both flight from PHT to KUL and KUL to AKL served us fruit for our gluten free light snacks and…",mas
Abu Bakar,"Very pleasant flight experience, from the check-in process till disembarkation at the Narita Airport. No need to worry about baggage fee due to its 30kg limit and no fee charged for using credit card. Staff on board were very attentive, and food is abundance. Love to fly again…",mas
Ashleigh Poole,We had a pretty awful experience with Malaysia Airlines starting from weeks before our actual flight to the moment we were out of the airport. Our flight time was rescheduled multiple times in the run up to the day of our flight to the point where we were nervous we would turn…,mas
Sal,Do not travel with this Airline if you care about being there at the destination is all can say. I've been a big fan of MH but not any more after this experience. We were boarded to the flight knowing that the plane had some major technical issue and were seated in the plane for…,mas
Getaway755864,"Seat 6, had an excellent 6 hours sleep. Staff impecable service, and with a smile. Beverage and food of an excellent standard. I was spoilt.",mas
maria h,We haven't even managed to fly as Malaysia airways have cancelled our flight and do not allow refunds. They have offered a flight two days later or we can sit for 17 hours in the airport for a later flight.,mas
Stephen27,"You pay a good deal to travel business class and even if you don't, you expect polite service. My less than desirable flight started at the gate in KL where eight steward(ess)es just pushed into the security line in front of my wife and smiled and said thank you.There were two…",mas
Phuong Do,"Delayed and late 1.5 hours. Only had 30 minutes for transit. No apology from them. Furthermore, lost our suitcase at arrival and can’t not contact anyone or submit a complaint successfully on their website to sort it out.",mas
xrae10,"More a rant, at the moment, rather than a review! Booked this flight for next April, Auckland/London. Price was reasonable BUT having paid $3500 for two, why should I have to pay more, to ‘book’ our seats!! We don’t want a window, or extra leg room, or any other ‘special’ seat,…",mas
cls999,"Terrible customer service. You will be asked to call hotline for any small issue and get told there is nothing they can do to help you. Economy customers are of no value to them. No free seat selection. Unless you have the money to fly with business, avoid this airline at all…",mas
Morissher L,"Took a night flight, and even it's time to sleep, I dont want to sleep and missed the experience of flying with MH, nice food and friendly service. I was impressed as I always fly with Garuda. But this time I wanted to experience Malaysian hospitality and I was quite impressed,…",mas
Jisy J,Worst airline and the people in customer service in Malaysia was very rude.They cancelled our flight with out any prior information and they could not arrange any flight and also they didn't even give our money back.,mas
Sarah5677,"We arrived way in advance, checked in and then proceeded to the gate. The plane arrived and we were waiting for the call to board, which never came. We were only informed close to an hour later that the flight was cancelled. They proceeded to hand us vouchers to Plaza Premium,…",mas
bobmcglew,"The first flight out of Manila, early morning departs at 0650. I usually take this flight because it gets into KL early before their Immigration long lines. I upgraded to Business class which the only benefit was legroom! The plane routers have never changed the plane. It’s old,…",mas
YingO,"On 3/9/2019, We make a return flight from KL to SG 10/9 and SG to 13/9/2019. Unfortunately, we unable to catch the departure flight due to timing on the meeting, hence we repurchase new flight for KL to SG on 10/9 with early timing. On 13/9/19, when we wan to check in for the…",mas
Chris H,We have just completed four flights with Malaysia Air. Difficult to fault them. We are a couple of 72 yeah olds and not always as quick in the head as we used to be! The crew are top of their game - efficient and friendly and offering to help at all times. We would rate Malaysia…,mas
ahari2007,"It was a comfortable one - the crews were friendly and helpful. It was clean. In short, the service was good.",mas
Abdul S,The worst flight ever I've experienced in my life. Their boarding guys are very rude at Kulalumpur. I don't understand that if you can fly with two carry on bag then why they charge at kulalumpur and they send you to exchange dollar for extra baggage. They are ridiculously…,mas
Peter D'Auganno,Travelled on this airline a few times and was very impressed with the service and the planes(apart from the excess baggadge charges.The food was excellant and snacks were good. Crew very friendly and talkative.,mas
